,Titel,Schlüsselwörter
2264,4435133_cleaned,"[('regierungszeit königs', 0.4629), ('königlich preußischen', 0.4393), ('büste königin', 0.4342), ('büste könig', 0.4334), ('königin nofretete', 0.4239)]"
2265,11375936_cleaned,"[('gnaphosidae schillerspinnen', 0.4917), ('plattbauchspinnen gnaphosidae', 0.4724), ('schillerspinne formicaria', 0.4526), ('gewöhnliche ameisenplattbauchspinne', 0.4499), ('schillerspinne art', 0.4204)]"
2266,220980_cleaned,"[('stadtverwaltung reichsbrücke', 0.5742), ('donaubrücken straßenverkehr', 0.5728), ('wien reichsbrücke', 0.5702), ('straßenverkehr reichsbrücke', 0.5689), ('reichsbrücke wien', 0.5687)]"
2267,126315_cleaned,"[('penguins nhl', 0.7011), ('penguins stanley', 0.683), ('erfolgreichster nhl', 0.6441), ('nhl folgesaison', 0.6363), ('league penguins', 0.6351)]"
2268,112838_cleaned,"[('klees trifolium', 0.6129), ('plantes kleearten', 0.6009), ('phleoidea trifolium', 0.5634), ('trifolium daveauanum', 0.5623), ('trifolium phleoides', 0.5458)]"
2269,606890_cleaned,"[('finnischen interjektion', 0.4265), ('deutschen sprachforschung', 0.4211), ('deutscher sprache', 0.4128), ('grammatisch korrekte', 0.4128), ('englisch deutsches', 0.4101)]"
2270,29938_cleaned,"[('wirtschaftskennzahlen johannesburg', 0.6514), ('johannesburg 2011statistics', 0.6311), ('pretoria studierenden', 0.6253), ('report pretoria', 0.6144), ('entwicklungsaufgaben afrikanischen', 0.611)]"
2271,7609406_cleaned,"[('lighthouse service', 0.6583), ('lighthouses', 0.6205), ('states lighthouse', 0.6204), ('amtshandlungen lighthouse', 0.6191), ('lighthouse', 0.601)]"
2272,3807903_cleaned,"[('frühzeitig airbus', 0.6843), ('a300 airbus', 0.6744), ('mini airbus', 0.6738), ('airbus a300f', 0.6721), ('airbus a300', 0.6683)]"
2273,2976845_cleaned,"[('palmfarne eigene', 0.5457), ('palmfarnen korallenartige', 0.5435), ('gliederung zamiaceae', 0.5242), ('palmfarne sonderstellung', 0.5105), ('palmfarne gattung', 0.5102)]"
2274,1428_cleaned,"[('enzyklopädien zusammenstellungen', 0.7457), ('entwicklungsgeschichte enzyklopädischen', 0.7366), ('enzyklopädie untersuchungen', 0.7174), ('enzyklopädie enzyklopädischer', 0.6963), ('enzyklopädische wörterbuch', 0.6913)]"
2275,2674491_cleaned,"[('nationalsozialistischer politiker', 0.4723), ('volksgemeinschaftsideologie altona', 0.4647), ('kommunistischen organisationen', 0.4603), ('altona arbeitsgemeinschaft', 0.4588), ('weltkrieg polizeiführer', 0.4465)]"
2276,94209_cleaned,"[('krokodile alligatoren', 0.6676), ('krokodilen alligatoren', 0.6506), ('alligatoren krokodile', 0.6448), ('alligator krokodile', 0.6245), ('krokodilen crocodylidae', 0.5996)]"
2277,9575909_cleaned,"[('pmid herzerkrankungen', 0.4775), ('herzbedingte lungenveränderungen', 0.4773), ('kardiomyopathien methode', 0.4541), ('herzens brustwirbelsäule', 0.4522), ('herzerkrankungen', 0.4439)]"
2278,205487_cleaned,"[('panorama frankenhausen', 0.6625), ('frankenhausen panorama', 0.6609), ('frankenhausener monumentalbild', 0.6523), ('bauernkriegspanorama monumentales', 0.6192), ('monumentalbild frankenhausen', 0.6089)]"
2279,984087_cleaned,"[('buchstaben alphabets', 0.6795), ('typischer buchstabentafeln', 0.6418), ('buchstabentafeln abc', 0.6219), ('buchstabentafel buchstabentafeln', 0.6201), ('buchstabentafeln varianten', 0.585)]"
2280,3702111_cleaned,"[('moschee islams', 0.6113), ('moschee kaaba', 0.5923), ('moschee muhammad', 0.5545), ('moschee islamische', 0.5445), ('moschee masʿā', 0.5431)]"
2281,886618_cleaned,"[('luthers theologie', 0.6731), ('unerschütterliche luther', 0.6656), ('lutherischen protestantismus', 0.6627), ('lutherforschung 1860er', 0.662), ('beobachtungen luthers', 0.6492)]"
2282,34460_cleaned,"[('zürich stadtgeschichte', 0.7146), ('stadtstaates zürich', 0.705), ('zürich stadtverwaltung', 0.6957), ('zürich stadtpräsidenten', 0.6908), ('zürich stadtgemeinde', 0.6895)]"
2283,122195_cleaned,"[('pilze fungi', 0.6977), ('fungi', 0.6866), ('ständerpilzen basidiomycota', 0.6758), ('ständerpilze basidiomycota', 0.6704), ('fungi namen', 0.66)]"
2284,63160_cleaned,"[('gewerbeertrag gewerbebetriebs', 0.5938), ('gewerbebetriebes gewerbesteuerliche', 0.5445), ('gewerbesteuer gewerbeertrag', 0.5353), ('gewerbebetriebs gewerbekapitalsteuer', 0.5277), ('gewst gewerbeertragsteuer', 0.5262)]"
2285,4022_cleaned,"[('nichtmenschlicher primaten', 0.6734), ('nichtmenschlichen primaten', 0.6663), ('primaten insektenfressenden', 0.6663), ('primaten primates', 0.6597), ('primatenfamilien gattungen', 0.6531)]"
2286,3142434_cleaned,"[('straßburg straßenbahnsystem', 0.6426), ('straßburger straßenbahn', 0.6394), ('straßenbahn straßburg', 0.6373), ('straßburg straßenbahn', 0.6326), ('straßenbahn stadtverkehr', 0.6009)]"
2287,2489367_cleaned,"[('städtischen gaserleuchtungsanstalten', 0.6886), ('gasversorgung energiedienstleistung', 0.6522), ('energieversorgung gasag', 0.6407), ('funktionierende gasversorgung', 0.6228), ('städtischen gasversorgung', 0.621)]"
2288,10396735_cleaned,"[('spielmechanik audiovisuelle', 0.5364), ('instruments schaltkreisen', 0.4911), ('instruments angepassten', 0.4787), ('leistungsschwachen hardware', 0.4728), ('instrument lage', 0.461)]"
2289,5130776_cleaned,"[('egyptian literature', 0.575), ('regierungszeit tachos', 0.5677), ('tachos regierungszeit', 0.5644), ('nektanebos regierungszeit', 0.5589), ('regierungsjahres nektanebos', 0.5516)]"
2290,663_cleaned,"[('bernsteins fossiles', 0.7677), ('bernstein bernsteinkunsthandwerk', 0.7664), ('bedeutungslos bernsteintauchen', 0.7629), ('bernstein fossiles', 0.7574), ('bernstein fossile', 0.746)]"
2291,1064064_cleaned,"[('kondensator elektrotechnik', 0.6314), ('kontaktierung elektrolytkondensatoren', 0.5933), ('falschpolspannung elektrolytkondensator', 0.59), ('kondensatoren elektronikschaltungen', 0.577), ('elektrolytkondensatoren zuleitungsverluste', 0.557)]"
2292,4108971_cleaned,"[('haupthaus gauchstraße', 0.5471), ('franziskanerstraße haus', 0.5407), ('walfisch stadt', 0.5387), ('reichstag freiburg', 0.5334), ('hauses franziskanerstraße', 0.5297)]"
2293,720216_cleaned,"[('amtsenthebung präsidenten', 0.5343), ('präsidentschaft vizepräsident', 0.5249), ('vizepräsidenten präsidenten', 0.5225), ('fiktiven präsidentschaftswahlen', 0.5193), ('präsidentschaft vizepräsidenten', 0.5104)]"
2294,163904_cleaned,"[('verhandlungsbereitschaft julia', 0.6595), ('caracalla julia', 0.6459), ('julias caracalla', 0.6443), ('plautians julia', 0.6384), ('julia heiratslegende', 0.638)]"
2295,38614_cleaned,"[('dfb pokalendspiels', 0.7224), ('dfb pokalspiel', 0.7162), ('dfb pokalsieg', 0.7086), ('pokals dfb', 0.7046), ('dfb pokal', 0.6997)]"
2296,1108_cleaned,"[('nukleinbasen dna', 0.5007), ('rna dna', 0.4866), ('nukleotide dna', 0.4749), ('dna rna', 0.4698), ('dna standardnukleobasen', 0.4683)]"
2297,1070894_cleaned,"[('vanzetti anarchistische', 0.5179), ('vanzetti anarchist', 0.5145), ('politisch motivierten', 0.4817), ('italienischen anarchisten', 0.4707), ('zeitpunkt anarchistischen', 0.4524)]"
2298,3923062_cleaned,"[('europäischen filmpreis', 0.6108), ('filmarbeit film', 0.5918), ('films wirklichkeit', 0.586), ('film europe', 0.5791), ('nächsten filmprojekt', 0.573)]"
2299,27639_cleaned,"[('vulvabeschwerden schwierige', 0.6715), ('begrenzung vulva', 0.6518), ('schichten vulvaanteile', 0.6496), ('vulvadystrophie veränderungen', 0.6475), ('bakterienbesiedlung vulva', 0.6457)]"
2300,185875_cleaned,"[('biologischen evolution', 0.514), ('biologische vielfalt', 0.5006), ('biologischen evolutionstheorie', 0.4945), ('evolutionstheorie biologische', 0.4919), ('evolutionstheorie panspermie', 0.4854)]"
2301,49511_cleaned,"[('historischen khmer', 0.6957), ('khmer angkor', 0.6816), ('angkor khmer', 0.6789), ('khmer historischen', 0.6748), ('zivilisation khmer', 0.6425)]"
2302,538_cleaned,"[('städtepartnerschaft bielefeld', 0.6666), ('bielefeld einwohnerentwicklung', 0.6393), ('einwohner bielefelds', 0.6383), ('einwohnern bielefelds', 0.6317), ('bielefelder stadtteil', 0.6293)]"
2303,3389410_cleaned,"[('breisacher münsters', 0.6323), ('kreidezeichnung münsters', 0.6194), ('münsters breisacher', 0.6176), ('breisacher munster', 0.6173), ('breisacher münster', 0.6173)]"
2304,228430_cleaned,"[('scheinsouverenität slowakischen', 0.5482), ('deutschen slowakischen', 0.546), ('slowakischen nationalemanzipatorischen', 0.5455), ('militärrat slowakischen', 0.5432), ('partisanen slowakischen', 0.5424)]"
2305,246718_cleaned,"[('zwischenfall doggerbank', 0.5244), ('doggerbank zwischenfalles', 0.5212), ('doggerbank zwischenfall', 0.5099), ('zwischenfalls russen', 0.5064), ('torpedoboote doggerbank', 0.5052)]"
2306,5815013_cleaned,"[('parade ballets', 0.7225), ('parade ballet', 0.715), ('parade ballett', 0.7064), ('ballett parade', 0.6976), ('balletts parade', 0.6939)]"
2307,21659_cleaned,"[('mammal species', 0.6373), ('mammalia überwiegend', 0.6005), ('paarhufer phylogenetischen', 0.5932), ('ausgestatteten protoceratidae', 0.5326), ('phylogenetischen', 0.5312)]"
2308,3052066_cleaned,"[('solanaceae nolaneae', 0.5557), ('solanaceae arten', 0.5414), ('nolanaceae', 0.5276), ('solanaceae pdf', 0.5244), ('nolanaceae flora', 0.5233)]"
2309,6322894_cleaned,"[('jährling galerie', 0.6672), ('wilhelm galerie', 0.6147), ('düsseldorfer galerie', 0.5916), ('jahren galerietätigkeit', 0.5908), ('einzelausstellung galerie', 0.5874)]"
2310,842266_cleaned,"[('kohleflözbränden mini', 0.6589), ('kohleflözbrände missachtung', 0.6414), ('kohleflözbrandes', 0.617), ('kohle brände', 0.608), ('kohleflözbrände', 0.607)]"
2311,245435_cleaned,"[('hamilton burr', 0.6513), ('politik burr', 0.6449), ('burr präsidenten', 0.6395), ('jefferson burr', 0.6389), ('burr hamilton', 0.6389)]"
2312,7294451_cleaned,"[('fossilien taiwania', 0.6942), ('taiwanie taiwania', 0.6651), ('verbreitungsgebiet taiwan', 0.661), ('verbreitungsgebiete taiwan', 0.6555), ('taiwan flora', 0.651)]"
2313,79642_cleaned,"[('johnson präsidenten', 0.6283), ('johnson amtsantritt', 0.6209), ('johnsons politik', 0.6193), ('johnson politik', 0.6149), ('johnson amtsenthebungsverfahrens', 0.6147)]"
2314,7853528_cleaned,"[('florida fossilien', 0.5501), ('fauna artenreichsten', 0.5476), ('fauna fossilien', 0.5266), ('fossiltragenden schichten', 0.5243), ('fossilien florida', 0.5173)]"
2315,2467884_cleaned,"[('mainzer jupitersäule', 0.7633), ('jupitersäule mainz', 0.7391), ('mainz jupitersäule', 0.7155), ('jupitersäule bedeutung', 0.6367), ('jupitersäule bedeutendsten', 0.6201)]"
2316,15194_cleaned,"[('sprachgebiets europa', 0.6115), ('baskenlandes sprache', 0.6088), ('sprachen europas', 0.5989), ('baskische baskenlandes', 0.5851), ('sprache baskenland', 0.5725)]"
2317,735163_cleaned,"[('landesdurchschnitt einwohner', 0.6171), ('zwangsversteigerungen landwirtschaftsbetrieben', 0.5511), ('einwohner prägraten', 0.5341), ('gemeindegebietes nationalpark', 0.5296), ('einwohner prägratens', 0.5258)]"
2318,229943_cleaned,"[('picasso henri', 0.694), ('picasso matisse', 0.6932), ('matisse picasso', 0.6926), ('picasso künstlerischer', 0.6868), ('künstler picasso', 0.6617)]"
2319,586717_cleaned,"[('informationsdatenbank europäischer', 0.5127), ('scherenschleifern typische', 0.51), ('bestimmte europäische', 0.5098), ('traditionell textilbetrieben', 0.5083), ('wanderhandwerker scherenschleifer', 0.4956)]"
2320,2684640_cleaned,"[('testament romreise', 0.5652), ('simons christusbekenntnis', 0.5203), ('zugehörigkeit simons', 0.5097), ('simons historizität', 0.5097), ('judentums christentums', 0.5073)]"
2321,344474_cleaned,"[('budapest bahn', 0.6904), ('bahnhöfe budapests', 0.6705), ('budapester bahn', 0.669), ('budapests metro', 0.6097), ('budapester metró', 0.6067)]"
2322,220472_cleaned,"[('luftwaffe luftkrieg', 0.6938), ('luftflotten luftwaffe', 0.685), ('luftwaffe luftflotten', 0.6501), ('englands luftverteidigung', 0.6417), ('britische luftverteidigungskonzept', 0.6268)]"
2323,185276_cleaned,"[('stadtgebiet metrostationen', 0.6019), ('bahn stationen', 0.5906), ('bahn stadtverkehr', 0.5839), ('prag bahn', 0.5743), ('bahn prag', 0.5698)]"
2324,3341244_cleaned,"[('österreich salzburg', 0.5643), ('wintersportgebiete dachsteingebirge', 0.5516), ('dachsteingebirges norden', 0.5484), ('nordfuß dachsteingebirges', 0.5389), ('dachsteingebirge östlichste', 0.5326)]"
2325,6046373_cleaned,"[('parkplätze decks', 0.6026), ('deck management', 0.5996), ('decks siedlung', 0.5955), ('decks straßenraum', 0.5824), ('high decks', 0.5703)]"
2326,97822_cleaned,"[('argentinischen flagge', 0.6757), ('argentinische flagge', 0.6518), ('flaggen argentinischen', 0.6431), ('flagge argentinischen', 0.6237), ('flaggen argentiniens', 0.6188)]"
2327,11678345_cleaned,"[('selbstporträt charlotte', 0.6008), ('charlottes mittelpunkt', 0.5728), ('haut charlottes', 0.5552), ('sektglas charlotte', 0.5417), ('charlottes', 0.5406)]"
2328,33075_cleaned,"[('konrads regierungszeit', 0.6217), ('regierungszeit konrads', 0.6133), ('königsherrschaft reichskirchen', 0.5925), ('konrads königtum', 0.5903), ('königserhebungen konrad', 0.5814)]"
2329,79270_cleaned,"[('beschreibung hartmanns', 0.5757), ('hartmanns autorpsychologisch', 0.5543), ('hartmanns lebensumstände', 0.5389), ('hartmanns aufführungspraxis', 0.5297), ('charakteristisch hartmann', 0.5267)]"
2330,1806970_cleaned,"[('römisch sassanidischen', 0.4539), ('sassanidenreich römischen', 0.4302), ('sassanidenreich rom', 0.4164), ('sasanidisch römischen', 0.3849), ('araber sassanidenreich', 0.3743)]"
2331,348980_cleaned,"[('binghöhle tropfsteine', 0.5901), ('binghöhle überregional', 0.5837), ('höhlenaufseher bings', 0.5615), ('binghöhle theoretischer', 0.5567), ('binghöhle sedimenten', 0.5559)]"
2332,2751605_cleaned,"[('schumanns clara', 0.7582), ('schumann schumann', 0.7479), ('projektleitung schumann', 0.7454), ('clara schumanns', 0.7453), ('schumanns schumannportal', 0.7419)]"
2333,86067_cleaned,"[('schwerpunkt habsburgischen', 0.6439), ('ludwig habsburgfreundlichen', 0.6142), ('wiens habsburgischen', 0.5825), ('beziehungsgeflecht habsburgischen', 0.571), ('habsburgerresidenz friedrichs', 0.5643)]"
2334,108803_cleaned,"[('künstlername niederländischen', 0.5197), ('doppelagentin glitzerdiadem', 0.4945), ('künstlernamen', 0.4848), ('endgültigen künstlernamen', 0.4843), ('hari künstlerin', 0.484)]"
2335,1599_cleaned,"[('freudenstadt freudenstadt', 0.7971), ('einrichtungen freudenstadt', 0.7925), ('freudenstadt stadtverwaltung', 0.7913), ('gesamtkirchengemeinde freudenstadt', 0.7901), ('städtepartnerschaften freudenstadt', 0.7892)]"
2336,5567891_cleaned,"[('petersburger museumsobusse', 0.7405), ('petersburg 315pxmuseumsoberleitungsbus', 0.6866), ('petersburger museum', 0.6624), ('petersburg fahrzeugliste', 0.629), ('zentriert museumsoberleitungsbus', 0.6147)]"
2337,6796825_cleaned,"[('mastzelltumoren lymphknoten', 0.6689), ('mast immunological', 0.6594), ('mastzellen immunglobulinrezeptor', 0.6302), ('mast tumors', 0.6081), ('mast tumor', 0.5953)]"
2338,37382_cleaned,"[('zappa musiksoziologische', 0.7404), ('frank zappa', 0.7359), ('zappa frank', 0.733), ('zappatite frank', 0.7255), ('zappa musiker', 0.7249)]"
2339,167714_cleaned,"[('hahnenfußgewächse ranunculaceae', 0.5262), ('glockenblumen pollen', 0.5045), ('vulgaris biodiversitylibrary', 0.4702), ('glöckchen kuhschelle', 0.4688), ('flora deutschland', 0.4465)]"
2340,370397_cleaned,"[('radioiodtherapie schilddrüsenerkrankungen', 0.6499), ('radiojodtherapie schilddrüsenerkrankungen', 0.6489), ('radiojodtherapie stationär', 0.6271), ('schilddrüsenzellen radiojodtherapie', 0.6217), ('radioiodtherapie differenzierten', 0.6205)]"
2341,332967_cleaned,"[('tarraco monumente', 0.65), ('tarraco unesco', 0.6362), ('tarraco miniatur', 0.5813), ('ii tarraco', 0.5701), ('wasserleitungen tarraco', 0.5579)]"
2342,1087173_cleaned,"[('apuleius roman', 0.5669), ('madaurensis apuleius', 0.5668), ('apuleius madauros', 0.5559), ('apuleius madaurensis', 0.5479), ('ciceronianer apuleius', 0.5465)]"
2343,7604398_cleaned,"[('untersuchung lactobacillsäure', 0.7734), ('lactobacillus lactobacillsäure', 0.7602), ('untersuchungen lactobacillus', 0.7537), ('fettsäurezusammensetzung lactobacillsäure', 0.7537), ('wirkung lactobacillsäure', 0.7534)]"
2344,507990_cleaned,"[('kantonsgebiet ostreich', 0.5964), ('geschichte kantons', 0.5937), ('heutigen kantonsgebiets', 0.586), ('kantonsgebiet internierte', 0.5853), ('trägerschaft kantonsschule', 0.5769)]"
2345,989249_cleaned,"[('oleanderschwärmer thumb', 0.6867), ('puppe oleanderschwärmers', 0.6681), ('oleanderschwärmers', 0.6264), ('oleanderschwärmers oleanderschwärmer', 0.6187), ('präparat oleanderschwärmers', 0.5942)]"
2346,957029_cleaned,"[('münsteraner kunstausstellung', 0.5542), ('münster kunst', 0.5229), ('münster biennale', 0.5167), ('kunstausstellung skulpturen', 0.5117), ('biennale münsterland', 0.5104)]"
2347,886724_cleaned,"[('raf dowding', 0.611), ('dowding squadron', 0.5906), ('hugh dowdings', 0.5592), ('dowdings adjutant', 0.5561), ('lord dowding', 0.5535)]"
2348,33005_cleaned,"[('norderney instandsetzungs', 0.6224), ('norderneys planungen', 0.607), ('aufenthalts norderney', 0.6019), ('einwohner norderneys', 0.5997), ('norderneys überflutungen', 0.5981)]"
2349,10669789_cleaned,"[('falconer keith', 0.6199), ('keith falconers', 0.5471), ('keith falconer', 0.5422), ('malaria keith', 0.5247), ('falconer angestrebte', 0.5102)]"
2350,3477971_cleaned,"[('louisiana poverty', 0.6803), ('mississippi poverty', 0.5905), ('artefakte poverty', 0.5746), ('artefakten poverty', 0.5595), ('siedlungsstrukturen poverty', 0.5434)]"
2351,287262_cleaned,"[('albtalbahn karlsruhes', 0.7109), ('albtalbahn karlsruhe', 0.6984), ('albtalbahn karlsruher', 0.6969), ('albtalbahnhof karlsruher', 0.6896), ('karlsruher stadtbahnnetzes', 0.6866)]"
2352,5693_cleaned,"[('rotor windkraftanlage', 0.7428), ('rotorblatts windkraftanlage', 0.7351), ('rotorblattverstellung windrichtungsnachführung', 0.7321), ('rotorblatt windkraftanlage', 0.713), ('turbine windkraftanlage', 0.6928)]"
2353,276672_cleaned,"[('gegliederten vegetationsgürtel', 0.5134), ('vegetationsgürtel', 0.4941), ('vegetationsgürtel angrenzenden', 0.4936), ('gegliedertem vegetationsgürtel', 0.4881), ('landesregierung seenaufsicht', 0.46)]"
2354,690608_cleaned,"[('liberalen asquiths', 0.6713), ('liberalen asquith', 0.6625), ('asquiths liberalen', 0.6621), ('asquiths liberale', 0.6519), ('asquith liberaler', 0.6486)]"
2355,2228894_cleaned,"[('königreich bayern', 0.5407), ('königliche landesökonomierat', 0.517), ('eiche könig', 0.5096), ('könig ludwig', 0.4998), ('fürstenhof königseiche', 0.4993)]"
2356,93017_cleaned,"[('afrikas klippschliefer', 0.6087), ('afrika klippschliefer', 0.5774), ('klippschliefer westliches', 0.5369), ('verbreitungsschwerpunkt afrika', 0.5339), ('afrikanische verbreitung', 0.5291)]"
2357,8728_cleaned,"[('ernst reuter', 0.5959), ('reuter journalistischen', 0.5914), ('reuter misswirtschaft', 0.574), ('reuter deutschen', 0.5701), ('reuter berlin', 0.5645)]"
2358,1363763_cleaned,"[('hochwasserschutz dresden', 0.6781), ('dresden überschreitung', 0.6683), ('stadtentwicklung dresdens', 0.6619), ('hochwassergefahr dresden', 0.6552), ('dresden hochwasser', 0.6334)]"
2359,1037577_cleaned,"[('panizzas naturalistisch', 0.5463), ('panizzas psychischen', 0.5398), ('panizza psychiatrischen', 0.5372), ('expressionismus panizzas', 0.5063), ('psychiatriekritiker religionskritiker', 0.4997)]"
2360,166528_cleaned,"[('musik motörhead', 0.7099), ('bands motörhead', 0.7078), ('motörhead bandgründung', 0.6957), ('motörhead musikmagazin', 0.6912), ('band motörhead', 0.6908)]"
2361,2544092_cleaned,"[('analytische musikdidaktische', 0.5635), ('deutschen musikgeschichte', 0.5539), ('schönbergs musikalische', 0.5526), ('musikverständnissesdies schönberg', 0.5521), ('instrumentation klangfarbenmelodieder', 0.5502)]"
2362,216458_cleaned,"[('bundeshauses bern', 0.6973), ('bundesterrasse bundeshaus', 0.6793), ('bundesrates bundeshaus', 0.6763), ('bundeshauses bundeshaus', 0.676), ('bundesgasse bundeshaus', 0.6737)]"
2363,309226_cleaned,"[('instituts sammlung', 0.5664), ('jenaer instituts', 0.5487), ('jena institutsgebäude', 0.5472), ('sammlungen museen', 0.5417), ('museums privatsammlungen', 0.5334)]"
2364,1106209_cleaned,"[('schwarzfigurige vasenmaler', 0.7165), ('schwarzfigurigen vasenmalerei', 0.7135), ('schwarzfigurige vasenmalerei', 0.7118), ('vasenmalerei schwarzfigurige', 0.7015), ('schwarzfigurige vasen', 0.6963)]"
2365,1028243_cleaned,"[('westcar papyrus', 0.7303), ('papyrus westcar', 0.6796), ('geschichten papyrus', 0.6396), ('papyrus chronologisch', 0.6332), ('unterhaltungswert papyrus', 0.6066)]"
2366,38376_cleaned,"[('schleswig holsteinisches', 0.5964), ('nordfriesland schleswig', 0.5847), ('schleswig holsteinische', 0.5793), ('schleswig holsteinischen', 0.5762), ('schleswig holsteins', 0.5747)]"
2367,2881529_cleaned,"[('platons sophistes', 0.6782), ('platon sophistes', 0.6745), ('sophistes platons', 0.6659), ('sophistes platon', 0.657), ('platon sophiste', 0.6487)]"
2368,39034_cleaned,"[('soto trail', 0.4646), ('kolonialisierungsreise nicaragua', 0.4428), ('expedition sotos', 0.4426), ('sotos expedition', 0.4322), ('konstruktion mississippi', 0.4287)]"
2369,101688_cleaned,"[('british columbias', 0.5723), ('british columbia', 0.5648), ('ausschreitungen vancouver', 0.5643), ('details vancouver', 0.5634), ('stadt vancouver', 0.5618)]"
2370,1142864_cleaned,"[('dinosaurierbeschreibung', 0.6889), ('schädels fossilbeschreibung', 0.6658), ('erste dinosaurierbeschreibung', 0.6536), ('fossilbeschreibung geschichte', 0.6349), ('theropoder dinosaurier', 0.6301)]"
2371,927904_cleaned,"[('geographer atlas', 0.5251), ('städte atlas', 0.5053), ('vorstellungen geographie', 0.4993), ('auflage atlas', 0.4939), ('wales atlas', 0.4931)]"
2372,3992421_cleaned,"[('mars mini', 0.6435), ('konvektionsströmungen mars', 0.6381), ('mars planetaren', 0.6294), ('planets mars', 0.6239), ('mars planet', 0.612)]"
2373,443699_cleaned,"[('landschaftsschutzgebiet brandenburger', 0.6148), ('landesdurchschnitt brandenburgs', 0.5633), ('landkreis brandenburg', 0.5505), ('gemeindegebietes landwirtschaftlich', 0.5497), ('land brandenburg', 0.5478)]"
2374,2076594_cleaned,"[('politikos jüngere', 0.6165), ('platon politikos', 0.5518), ('platons politikos', 0.5513), ('politikos platon', 0.5478), ('politikos platons', 0.546)]"
2375,673476_cleaned,"[('geologie sophienhöhle', 0.5124), ('sophienhöhle nordwestlichen', 0.4784), ('nordwestlichen talrand', 0.4534), ('bayerischen landesamt', 0.4479), ('geotope landkreis', 0.447)]"
2376,4401248_cleaned,"[('kaiserhymne haydn', 0.6898), ('hymne haydn', 0.6733), ('deutschen haydn', 0.67), ('haydn hymne', 0.6681), ('hymne österreichischen', 0.659)]"
2377,15067_cleaned,"[('bessarabien landschaftlich', 0.6177), ('landwirtschaft bessarabien', 0.603), ('bessarabiens land', 0.6026), ('land bessarabien', 0.5864), ('bessarabien europa', 0.5822)]"
2378,465888_cleaned,"[('sailer sebastian', 0.7386), ('sebastian sailers', 0.7101), ('sebastian sailer', 0.6932), ('sebastian sailern', 0.6394), ('sailer mini', 0.6322)]"
2379,1211_cleaned,"[('dickdarmentzündungen infektionen', 0.4494), ('dickdarms nervenzellen', 0.4199), ('kontrastmitteluntersuchung dickdarms', 0.4189), ('dickdarms konventionelle', 0.4166), ('dickdarm wirbeltieren', 0.4025)]"
2380,1472188_cleaned,"[('veränderungen vegetationsverteilung', 0.4845), ('klimazonen vegetationszonen', 0.4776), ('vegetationszonen veränderungen', 0.4729), ('biomasse temperatur', 0.4624), ('temperaturspektrum extreme', 0.4582)]"
2381,1787825_cleaned,"[('geschlossene moorlandschaft', 0.5789), ('litauens moorlandschaft', 0.5721), ('moorlandschaft litauen', 0.5715), ('moorlandschaft tanzfliegen', 0.5539), ('moorlandschaft hochmoorgelbling', 0.5478)]"
2382,261952_cleaned,"[('landwirtschaft südbrookmerlands', 0.6151), ('landwirtschaft tourismus', 0.6082), ('brookmerlandes landwirtschaft', 0.6017), ('landwirtschaftsflächen gemeinde', 0.5916), ('einwohnern südbrookmerland', 0.587)]"
2383,155444_cleaned,"[('propagandaaktion sowjetunion', 0.3908), ('mond propagandaaktion', 0.3698), ('verschwörungstheorie mondlandungs', 0.3642), ('verschwörungstheorien mondlandung', 0.3421), ('verschwörungstheorie mondlandung', 0.3395)]"
2384,139514_cleaned,"[('essayist forster', 0.6949), ('ethnologie forster', 0.6901), ('ethnographica forster', 0.6896), ('georg forster', 0.6852), ('georg forsters', 0.6805)]"
2385,781782_cleaned,"[('anfangswertproblemen aufgabenstellung', 0.4325), ('lösungsfunktion anfangswertproblems', 0.4105), ('lösungen gleichungssystems', 0.4048), ('startpunkt punkte', 0.3997), ('konditionierten anfangswertproblemen', 0.3947)]"
2386,1327597_cleaned,"[('florierende prostitutionswirtschaft', 0.5676), ('prostitution hetärenwesen', 0.5346), ('prostitutionswirtschaft berühmt', 0.5286), ('prostitutionswirtschaft', 0.5205), ('antike lebensumstände', 0.5075)]"
2387,147604_cleaned,"[('sportveranstaltung london', 0.5489), ('marathonveranstaltungen londoner', 0.5076), ('sommerspiele london', 0.4945), ('demonstrationssportart wasserspringen', 0.4913), ('sportverbänden spiele', 0.4765)]"
2388,185837_cleaned,"[('israel airlines', 0.734), ('israeli airlines', 0.7295), ('israel fluggesellschaft', 0.7049), ('fluggesellschaft israel', 0.6877), ('fluggesellschaft israels', 0.685)]"
2389,2909285_cleaned,"[('vögel mitteleuropas', 0.5821), ('ausgeflogenen vögel', 0.5802), ('vögel seglers', 0.5783), ('seglerähnlichen vogels', 0.5775), ('apodidae vogelfamilie', 0.5623)]"
2390,36927_cleaned,"[('reichslehen bayerischen', 0.5449), ('ludwig sächsische', 0.5448), ('reichsinteressen ludwig', 0.5326), ('stiftungen bayerischen', 0.5209), ('mittelalterliche reich', 0.5208)]"
2391,118827_cleaned,"[('panzerformationen tiger', 0.7067), ('panzerfahrzeuge tiger', 0.6819), ('panzer tiger', 0.6755), ('tiger panzer', 0.6707), ('deutschen panzerfahrzeuge', 0.6685)]"
2392,1558765_cleaned,"[('knickpyramide pyramide', 0.7733), ('pyramide knickpyramide', 0.7668), ('knickpyramide pyramidentempel', 0.7543), ('knickpyramide pyramideninnere', 0.7143), ('pyramide kultpyramide', 0.6628)]"
